,id,colour,vehicle,nums
4518,568541,რუხი,FORD ESCAPE HYBRID,1/8
4519,568493,ყავისფერი,TOYOTA PRIUS,2/8
4520,569650,შავი,SUBARU FORESTER,
4521,569528,,OPEL,
4522,569529,რუხი,HYUNDAI SONATA,1/8
4523,575970,წითელი,AUDI A6,8/8
4524,568707,,  mopedi ,
4525,568617,თეთრი,MITSUBISHI PAJERO IO,
4526,568850,შავი,VOLKSWAGEN GOLF,
4527,568890,თეთრი,MERCEDES-BENZ VITO 115 CDI,
4528,569587,თეთრი,HOWO ZZ3257N3847A,
4529,569587,თეთრი,MERCEDES-BENZ ATEGO 1823,
4530,570383,თეთრი,MERCEDES-BENZ 212 2.9D,
4531,568506,შავი,TOYOTA PRIUS,
4532,570247,ლურჯი,SAZ 3507,4/8
4533,570387,თეთრი,MERCEDES-BENZ 212 2.9D,
4534,568440,თეთრი,HONDA FIT,
4535,568706,შავი,TOYOTA LANDCRUISER LC 200,
4536,568905,რუხი,MERCEDES-BENZ 200 E,1/8
4537,568905,რუხი,NISSAN NOTE,1/8
4538,568905,ყვითელი,TOYOTA HILUX 2.5D,8/8
4539,568306,შავი,TOYOTA LANDCRUISER LC 200,
4540,568467,მწვანე,HONDA CIVIC,8/8
4541,568467,, VOLVO,
4542,569076,ლურჯი,TOYOTA PRIUS,5/8
4543,569048,ლურჯი,SAZ 3507,4/8
4544,569995,შავი,TOYOTA LANDCRUISER,
4545,568928,ყავისფერი,TOYOTA PRIUS,3/8
4546,569147,რუხი,TOYOTA PRIUS,7/8
4547,570531,შავი,BMW 328 I,
4548,568910,ლურჯი,HONDA FIT,5/8
4549,569088,თეთრი,SUBARU OUTBACK,
4550,569332,,ლადა,
4551,569335,შავი,BMW 525 I,
4552,569335,რუხი,FORD TRANSIT,1/8
4553,568820,რუხი,OPEL ASTRA G,1/8
4554,568912,რუხი,OPEL VECTRA,1/8
4555,569218,რუხი,HYUNDAI ACCENT SE,6/8
4556,569282,თეთრი,BMW 328 I,
4557,569282,თეთრი,FORD TRANSIT 2.4D,
4558,569340,რუხი,BMW X5,5/8
4559,569340,შავი,BMW X5,
4560,569340,რუხი,TOYOTA PRIUS,3/8
4561,569547,თეთრი,TOYOTA IST,
4562,568909,ლურჯი,HONDA FIT,5/8
4563,568950,რუხი,OPEL ASTRA,7/8
4564,568950,, ოპელ ასტრა,
4565,569098,შავი,AUDI A4 2.6 QUATTRO,
4566,569098,შავი,TRIUMPH SPEED TRIPLE,
4567,569100,ლურჯი,TOYOTA IPSUM,7/8
4568,569348,რუხი,BMW 316 I,6/8
4569,568838,თეთრი,SKODA OCTAVIA,
4570,570276,ყვითელი,CATERPILLAR 324DL,3/8
4571,569483,თეთრი,MERCEDES-BENZ CLS 550,
4572,570067,წითელი,NISSAN X-TRAIL,6/8
4573,583769,რუხი,NISSAN SKYLINE,1/8
4574,569542,რუხი,VOLVO XC 90,5/8
4575,569618,ლურჯი,BMW 525 I,8/8
4576,569618,თეთრი,TOYOTA AVALON HYBRID,
4577,569202,მწვანე,HONDA CR-V 2.0I 16V 4WD,7/8
4578,569494,თეთრი,FORD TRANSIT 150 L,
4579,569401,თეთრი,LEXUS GX 460,
4580,569508,წითელი,FORD TRANSIT 100,6/8
4581,569508,ლურჯი,MITSUBISHI COLT 1300,2/8
4582,569508,ლურჯი,OPEL ASTRA G,8/8
4583,569498,რუხი,BMW 528 I,1/8
4584,569546,შავი,TOYOTA PRIUS,
4585,569639,რუხი,LAND ROVER RANGE ROVER VOGUE,1/8
4586,569104,იისფერი,HONDA ELYSION,7/8
4587,569516,იისფერი,MERCEDES-BENZ E 320 CDI,7/8
4588,569516,შავი,NISSAN X-TRAIL,
4589,569359,მწვანე,FORD FIESTA 1.1,8/8
4590,569359,რუხი,MERCEDES-BENZ C 200,8/8
4591,569638,წითელი,HONDA CBR 600,6/8
4592,569638,რუხი,JAGUAR X TYPE,1/8
4593,569743,რუხი,HYUNDAI ELANTRA,4/8
4594,569825,თეთრი,VOLKSWAGEN VENTO 1.8,
4595,570102,ლურჯი,HONDA CR-V 2.0I 16V 4WD,7/8
4596,569840,წითელი,FORD TRANSIT,6/8
4597,570100,რუხი,OPELI,
4598,570100,თეთრი,TOYOTA PRIUS,
4599,569824,ლურჯი,TOYOTA CAMRY,8/8
4600,569824,წითელი,TOYOTA PRIUS,7/8
4601,569805,თეთრი,SUZUKI ALTO,
4602,571828,ყვითელი,UAZ 3151-01,3/8
4603,569715,ლურჯი,FORD TRANSIT,5/8
4604,569715,თეთრი,NISSAN SKYLINE,
4605,569784,წითელი,TOYOTA IST,6/8
4606,569440,რუხი,MERCEDES-BENZ CLK 350 COUPE,1/8
4607,570240,თეთრი,FORD TRANSIT,
4608,570438,მწვანე,OPEL ASTRA,6/8
4609,570270,შავი,HONDA FIT,
4610,570270,შავი,TOYOTA VOXY,
4611,570587,რუხი,NISSAN X-TRAIL,1/8
4612,570564,წითელი,HONDA FIT,8/8
4613,570564,ყვითელი,ISUZU BOGDAN,4/8
4614,570059,შავი,AUDI A4 2.6 QUATTRO,
4615,570059,, ჰონდა  ელისიონი,
4616,570583,რუხი,NISSAN NOTE,1/8
4617,570602,წითელი,NISSAN LEAF,7/8
4618,569781,თეთრი,MERCEDES-BENZ SPRINTER,
4619,570640,შავი,MERCEDES-BENZ E 200 CDI,
4620,570640,რუხი,MITSUBISHI AIRTREK,2/8
4621,570820,რუხი,HYUNDAI ELANTRA GT,5/8
4622,570830,რუხი,BMW 325 I,2/8
4623,569693,ლურჯი,MAN L 2000,7/8
4624,569693,, მაზდა,
4625,570066,თეთრი,HONDA CR-V 2.0I 16V 4WD,
4626,570066,თეთრი,MERCEDES-BENZ SPRINTER 906 KA 35,
4627,570046,,ვაზ- 2107,
4628,570098,რუხი,MERCEDES-BENZ E 200 CDI 2.2 SALOON,1/8
4629,570399,შავი,MERCEDES-BENZ ML 350,
4630,570549,ლურჯი,MERCEDES-BENZ C 180,8/8
4631,570912,რუხი,MITSUBISHI PAJERO,5/8
4632,570912,რუხი,VOLKSWAGEN GOLF,1/8
4633,570109,რუხი,OPEL VECTRA,1/8
4634,570273,რუხი,DODGE CARAVAN 2.5 16V,1/8
4635,570273,რუხი,HONDA FIT,1/8
4636,571776,თეთრი,HOWO ZZ3257N3847A,
4637,570600,ლურჯი,KAMAZ 53212,3/8
4638,570585,ლურჯი,KAMAZ 53212,3/8
4639,570925,თეთრი,HONDA FIT,
4640,570925,შავი,HONDA FIT,
4641,571188,შავი,KTM 625,
4642,571188,რუხი,MERCEDES-BENZ GLC 250,1/8
4643,570812,თეთრი,ვაზ-2106,
4644,570879,რუხი,FORD FUSION HYBRID,4/8
4645,570244,თეთრი,MERCEDES-BENZ 311 CDI,
4646,570244,რუხი,MERCEDES-BENZ ATEGO 1222,1/8
4647,570269,წითელი,TOYOTA PRIUS,6/8
4648,571211,რუხი,MERCEDES-BENZ E 200,8/8
4649,571211,რუხი,OPEL ASTRA G CARAVAN,2/8
4650,571211,ლურჯი,SUZUKI SWIFT,6/8
4651,570870,თეთრი,OPEL ZAFIRA,
4652,572327,შავი,VOLKSWAGEN GOLF,
4653,577874,რუხი,HONDA AIRWAVE,2/8
4654,570582,რუხი,DAF 105.410,1/8
4655,570582,რუხი,SKODA OCTAVIA,1/8
4656,570582,ლურჯი,TOYOTA PRIUS,5/8
4657,570337,რუხი,TOYOTA AQUA,1/8
4658,570580,თეთრი,FORD TRANSIT 80S,
4659,570580,რუხი,MERCEDES-BENZ E 320 CDI,1/8
4660,570243,წითელი,FORD TRANSIT,7/8
4661,570288,ლურჯი,MERCEDES-BENZ VITO,4/8
4662,570588,შავი,VOLKSWAGEN PASSAT,
4663,570343,,ჰოვო,
4664,571273,რუხი,HONDA FIT,3/8
4665,570331,რუხი,SUBARU LEGACY,1/8
4666,570331,, მერსედესი,
4667,570601,თეთრი,FORD TRANSIT 150SD,
4668,570329,წითელი,FORD TRANSIT 100,8/8
4669,570874,,HYUNDAI,
4670,570874,შავი,TOYOTA LANDCRUISER LC150,
4671,570877,წითელი,SYM JET 14,6/8
4672,570877,მწვანე,VAUXHALL ASTRA,6/8
4673,570679,ლურჯი,MAZDA DEMIO,1/8
4674,570772,ლურჯი,VOLKSWAGEN JETTA 2.0,7/8
4675,570926,წითელი,TOYOTA RAV4,6/8
4676,571037,რუხი,TOYOTA VOXY,1/8
4677,570684,ლურჯი,IVECO 80E15,8/8
4678,570860,,მერსედესი,
4679,572153,ლურჯი,MERCEDES-BENZ E 250 BLUTEC 4MATIC,8/8
4680,572153,შავი,SUZUKI GSXF 600,
4681,570880,თეთრი,TOYOTA PRIUS,
4682,570663,ყვითელი,SINOWAY LTP 1016,5/8
4683,571137,რუხი,BMW 520 I,1/8
4684,571137,ლურჯი,ISUZU 4HK1,4/8
4685,571137,შავი,NISSAN ALTIMA HYBRID,
4686,571137,მწვანე,ZONDA BUS YCK6850HC3,2/8
4687,571777,მწვანე,MERCEDES-BENZ C 180,6/8
4688,571041,შავი,KIA SPECTRA,
4689,571041,რუხი,OPEL ASTRA,7/8
4690,572471,შავი,TOYOTA PRIUS,
4691,571087,რუხი,OPEL ZAFIRA,1/8
4692,572328,რუხი,MERCEDES-BENZ C 220 DIESEL,1/8
4693,571007,შავი,TOYOTA CAMRY 2.4 HYBRID,
4694,571276,რუხი,KIA RIO,1/8
4695,571693,რუხი,MERCEDES-BENZ C 180,1/8
4696,571693,რუხი,TOYOTA PRIUS,1/8
4697,571020,მწვანე,BMW 318,8/8
4698,571020,, ჰიუნდაი,
4699,571103,შავი,CHEVROLET CRUZE,
4700,571103,შავი,TOYOTA CAMRY HYBRID,
4701,571155,ლურჯი,FORD TRANSIT,8/8
4702,571070,შავი,BMW 316 I,
4703,571070,თეთრი,VAZ 21074,
4704,571158,ლურჯი,FORD TRANSIT,8/8
4705,571774,თეთრი,DODGE SPRINTER,
4706,571086,შავი,MERCEDES-BENZ E 240,
4707,571672,თეთრი,SUBARU FORESTER,
4708,571829,ყვითელი,UAZ 3151-01,3/8
4709,572002,შავი,KAWASAKI ZX 600-J1,
4710,572002,შავი,MERCEDES-BENZ C 230,
4711,572002,, ნისანი,
4712,571079,ყვითელი,BMW 530 I,3/8
4713,571079,რუხი,OPEL ASTRA,1/8
4714,571697,შავი,HYUNDAI IX35,
4715,571134,რუხი,TOYOTA PRIUS,6/8
4716,571601,ლურჯი,HYUNDAI SONATA,6/8
4717,571911,ყვითელი,KAMAZ 43106,8/8
4718,571600,რუხი,FORD TRANSIT,2/8
4719,583378,რუხი,MERCEDES-BENZ A 140,1/8
4720,571494,რუხი,BMW 325 CI,1/8
4721,571334,შავი,KAWASAKI NINJA ZX600-R,
4722,571339,რუხი,MERCEDES-BENZ 313 CDI,1/8
4723,571309,რუხი,MAZDA MPV,1/8
4724,571532,რუხი,BMW 330 CI,7/8
4725,11423943,თეთრი,MERCEDES-BENZ AXOR 1828,
4726,571138,თეთრი,MERCEDES-BENZ SPRINTER 515DOKA,
4727,571612,რუხი,OPEL ASTRA,1/8
4728,571704,შავი,OPEL ZAFIRA,
4729,571195,რუხი,TOYOTA PRIUS,1/8
4730,571613,რუხი,OPEL ASTRA,1/8
4731,571711,წითელი,KAWASAKI EX 650,6/8
4732,571212,რუხი,SMART FORTWO,1/8
4733,571500,რუხი,OPEL ZAFIRA,4/8
4734,571500,, ფოლცვაგენი,
4735,572191,რუხი,TOYOTA PRIUS,1/8
4736,575376,რუხი,MITSUBISHI AIRTREK,1/8
4737,572998,მწვანე,UAZ 3303-01,8/8
4738,11423955,ლურჯი,BMW X5 3.0,8/8
4739,571799,თეთრი,FORD TRANSIT 350M,
4740,571943,ყვითელი,HONDA FIT,6/8
4741,571943,რუხი,HONDA STEPWAGON,1/8
4742,571958,შავი,KIA CERATO,
4743,572122,მწვანე,HONDA CR-V,8/8
4744,571951,შავი,KIA CERATO,
4745,571838,თეთრი,TOYOTA CAMRY 2.4 HYBRID,
4746,571963,ყვითელი,HONDA VTX 1300C,6/8
4747,11423944,,"ვერცხლისფერი ""მერსედეს-ბენცი""",
4748,11423944,მწვანე,DAF TE95XF,7/8
4749,571948,რუხი,NISSAN SKYLINE,1/8
4750,572106,წითელი,OPEL VECTRA,8/8
4751,572649,მწვანე,KAWASAKI EX 250 J,5/8
4752,573410,ლურჯი,VOLKSWAGEN CC SPORT,7/8
4753,572116,რუხი,TOYOTA PRIUS,6/8
4754,571696,ყვითელი,FORD TRANSIT 430E2.2L,5/8
4755,571894,რუხი,MERCEDES-BENZ VITO 115 CDI,1/8
4756,572169,,ტოიოტა პრიუსი ,
4757,573326,ყავისფერი,TOYOTA PRIUS,2/8
4758,572095,რუხი,OPEL VECTRA,2/8
4759,572336,წითელი,HONDA FIT,6/8
4760,571960,,შკოდა-ოქტავია,
4761,11423958,შავი,BMW 316 I,
4762,11423958,შავი,NISSAN XTERRA,
4763,572577,რუხი,MERCEDES-BENZ C 220 CDI,1/8
4764,572577,თეთრი,TOYOTA AQUA,
4765,572586,ყავისფერი,TOYOTA PRIUS,3/8
4766,572592,თეთრი,MERCEDES-BENZ C 180,
4767,571805,თეთრი,MERCEDES-BENZ 1840,
4768,571805,, ტოიოტა,
4769,571954,თეთრი,TOYOTA AQUA,
4770,572108,,მოპედი,
4771,572081,რუხი,INFINITI FX35,6/8
4772,572166,თეთრი,FORD FUSION HYBRID,
4773,572574,ლურჯი,FORD ESCAPE HYBRID,1/8
4774,572353,რუხი,TOYOTA VITZ,1/8
4775,573235,მწვანე,TOYOTA PRIUS,2/8
4776,11443172,რუხი,GAZ 24-10,2/8
4777,573112,რუხი,MERCEDES-BENZ CLK 320,1/8
4778,11443170,ლურჯი,MERCEDES-BENZ C 180,7/8
4779,11443170,შავი,TOYOTA AQUA,
4780,11443173,თეთრი,FORD TRANSIT,
4781,11443173,ლურჯი,OPEL VECTRA,2/8
4782,11443173,თეთრი,TOYOTA PRIUS,
4783,11443167,რუხი,MITSUBISHI COLT,1/8
4784,11443167,რუხი,NISSAN JUKE,1/8
4785,572599,რუხი,MERCEDES-BENZ V 230,1/8
4786,572354,რუხი,NISSAN PATHFINDER,1/8
4787,572354,თეთრი,SCANIA 114 L 380,
4788,572084,თეთრი,MERCEDES-BENZ SPRINTER,
4789,572159,რუხი,OPEL VECTRA,6/8
4790,11443171,იისფერი,MERCEDES-BENZ V 230,8/8
4791,11443171,ლურჯი,MINI COOPER COUNTRYMAN,6/8
4792,572657,რუხი,MERCEDES-BENZ C 240,1/8
4793,572373,რუხი,LEXUS NX 200T,6/8
4794,582256,რუხი,NISSAN TIIDA LATIO,6/8
4795,573337,შავი,TOYOTA PRIUS,
4796,572582,რუხი,OPEL TIGRA,1/8
4797,572439,შავი,HONDA FIT,
4798,572585,ლურჯი,BMW 520 I,7/8
4799,572585,შავი,MERCEDES-BENZ C 180,
4800,572585,რუხი,TOYOTA 4-RUNNER,8/8
4801,574976,რუხი,MERCEDES-BENZ C 230,3/8
4802,572509,შავი,HYUNDAI ELANTRA,
4803,572846,თეთრი,FORD TRANSIT 260S,
4804,572846,თეთრი,MITSUBISHI PAJERO IO,
4805,574841,თეთრი,FORD RANGER,
4806,574841,რუხი,FORD TRANSIT,2/8
4807,574841,რუხი,HONDA CR-V 2.0I 16V 4WD,1/8
4808,574841,შავი,JEEP GRAND CHEROKEE,
4809,575026,შავი,HYUNDAI ELANTRA,
4810,574984,ლურჯი,MAZDA DEMIO,6/8
4811,574984,შავი,MERCEDES-BENZ E 430,
4812,573419,შავი,MERCEDES-BENZ C 180,
4813,572451,თეთრი,FORD TRANSIT,
4814,572451,ლურჯი,MERCEDES-BENZ ML 320,8/8
4815,572478,რუხი,HONDA FIT SHUTTLE HYBRID,2/8
4816,572478,თეთრი,MERCEDES-BENZ SPRINTER 313 CDI,
4817,573001,რუხი,MERCEDES-BENZ C 180,2/8
4818,573001,ლურჯი,NISSAN MICRA,7/8
4819,574865,ლურჯი,BMW 528 I,1/8
4820,574865,თეთრი,FORD TRANSIT,
4821,574865,მწვანე,OPEL VECTRA,6/8
4822,574973,შავი,CHEVROLET VOLT,
4823,11443178,შავი,MERCEDES-BENZ C 200 KOMPRESSOR,
4824,11443178,შავი,MERCEDES-BENZ C 250 DIESEL,
4825,11443178,შავი,TOYOTA LANDCRUISER 100 4.7,
4826,572415,ნარინჯისფერი,MERCEDES-BENZ SPRINTER,7/8
4827,11443174,შავი,VOLKSWAGEN GOLF,
4828,572463,შავი,BMW 335 I,
4829,572463,ლურჯი,OPEL VECTRA,6/8
4830,572601,ლურჯი,MAZDA DEMIO,6/8
4831,572601,შავი,MERCEDES-BENZ E 430,
4832,572367,წითელი,MITSUBISHI OUTLANDER,6/8
4833,573663,რუხი,TOYOTA PRIUS,7/8
4834,580364,შავი,MERCEDES-BENZ C 240,
4835,574857,თეთრი,BMW 528 I,
4836,574857,შავი,MERCEDES-BENZ S 550,
4837,575059,რუხი,NISSAN NOTE,1/8
4838,575034,თეთრი,MITSUBISHI OUTLANDER PHEV,
4839,575236,რუხი,BMW 523 I,2/8
4840,573064,ყვითელი,URAL 375 N,8/8
4841,575266,წითელი,HONDA FIT,6/8
4842,11447986,ლურჯი,FORD TRANSIT,7/8
4843,11447986,შავი,VOLKSWAGEN JETTA,
4844,572470,თეთრი,MERCEDES-BENZ SPRINTER,
4845,11447985,შავი,NISSAN LEAF,
4846,11447985,, მოპედი,
4847,574606,ყვითელი,ISUZU BOGDAN,3/8
4848,572662,შავი,HONDA CIVIC,
4849,575277,თეთრი,MERCEDES-BENZ 208 D,
4850,575277,ლურჯი,OPEL COMBO,7/8
4851,575277,თეთრი,TOYOTA AQUA,
4852,576492,მწვანე,OPEL VECTRA B,7/8
4853,572572,რუხი,NISSAN NOTE,5/8
4854,573604,შავი,MERCEDES-BENZ E 350,
4855,573438,შავი,TOYOTA AQUA,
4856,11480020,რუხი,MERCEDES-BENZ CLK 320,1/8
4857,575372,თეთრი,MERCEDES-BENZ 207 D,
4858,573056,ნარინჯისფერი,YONGKANG HAILI SP307J,7/8
4859,573072,შავი,BMW 523,
4860,573007,შავი,BMW 320 I,
4861,573016,თეთრი,FORD TRANSIT 190 L,
4862,573016,ყვითელი,MERCEDES-BENZ 1831,6/8
4863,573016,რუხი,MERCEDES-BENZ V 220 CDI,1/8
4864,572978,შავი,SUBARU FORESTER,
4865,572978,, ლადა,
4866,573271,,"ვერცხლისფერი ""ნისანი""",
4867,573271,ლურჯი,FORD TRANSIT 100,8/8
4868,11466000,თეთრი,დონგ ფენგი,
4869,573046,თეთრი,FORD TRANSIT,
4870,573168,რუხი,NISSAN TIIDA,2/8
4871,573194,შავი,MERCEDES-BENZ E 280 CDI,
4872,573194,თეთრი,TOYOTA HILUX 3.0 D,
4873,572961,თეთრი,HYUNDAI ELANTRA,
4874,572961,შავი,OPEL CORSA,
4875,573058,ლურჯი,GAZ 53,3/8
4876,575375,შავი,BMW 650 I,
4877,575375,წითელი,NISSAN MICRA,8/8
4878,575375,რუხი,ROVER 214 I,1/8
4879,575375,ლურჯი,SUBARU LEGACY B4,4/8
4880,575381,მწვანე,NISSAN PATROL,5/8
4881,573204,ლურჯი,BMW 528 I,8/8
4882,575261,ყვითელი,ISUZU BOGDAN,4/8
4883,575305,ყვითელი,FORD TRANSIT 430E2.2L,5/8
4884,573263,,ტრაქტორი,
4885,573487,,დაუდგენელი,
4886,573182,ყვითელი,HONDA ACTY TRUCK,5/8
4887,573182,თეთრი,MERCEDES-BENZ 814 D,
4888,575267,თეთრი,ISUZU  NPR 75,
4889,573322,ლურჯი,FORD MONDEO 2.5,7/8
4890,573143,ლურჯი,GAZ 53-12,2/8
4891,573166,რუხი,MERCEDES-BENZ E 200,1/8
4892,573608,რუხი,MERCEDES-BENZ E 220 CDI,1/8
4893,574986,,ლექსუსი,
4894,573290,რუხი,MERCEDES-BENZ C 200 CDI,8/8
4895,574611,შავი,HONDA FIT,
4896,574611,ყავისფერი,TOYOTA PRIUS,2/8
4897,573449,რუხი,TOYOTA PASSO,1/8
4898,11466003,შავი,NISSAN SKYLINE,
4899,11466003,, opeli,
4900,573617,ლურჯი,HONDA EDIX,3/8
4901,573617,რუხი,OPEL VECTRA B,8/8
4902,575023,რუხი,HONDA FIT,1/8
4903,575579,მწვანე,MERCEDES-BENZ C 200,7/8
4904,573731,მწვანე,TOYOTA PRIUS,1/8
4905,577504,წითელი,BMW 335 I,6/8
4906,574854,რუხი,MERCEDES-BENZ ML 320 CDI,1/8
4907,574854,თეთრი,TOYOTA RAV4,
4908,574849,შავი,MERCEDES-BENZ CLK 320,
4909,574849,ლურჯი,TOYOTA ALTEZZA,6/8
4910,573420,რუხი,SUZUKI AERIO,1/8
4911,573633,რუხი,MERCEDES-BENZ B 170,1/8
4912,574847,შავი,TOYOTA GRAND HIACE,
4913,574826,მწვანე,BMW 318 I,3/8
4914,573520,რუხი,BMW 325 CI,1/8
4915,573520,რუხი,MERCEDES-BENZ E 320,5/8
4916,573611,,მოპედი,
4917,573618,რუხი,HONDA CROSS ROAD,1/8
4918,574874,შავი,GABRO SPORT G250R,
4919,574874,რუხი,OPEL ASTRA,8/8
4920,573619,რუხი,HONDA CIVIC,1/8
4921,574966,რუხი,KIA RIO,1/8
4922,574072,შავი,TOYOTA LEXUS LX 470 V8,
4923,11480027,რუხი,MERCEDES-BENZ ML 320,1/8
4924,574237,მწვანე,GAZ 704,8/8
4925,574615,ყვითელი,BOGDAN 1445,5/8
4926,574615,ლურჯი,DAIHATSU SIRION,6/8
4927,574593,რუხი,BMW 323 I,1/8
4928,574593,შავი,MINI COOPER,
4929,573686,შავი,NISSAN TIIDA,
4930,574424,თეთრი,FORD TRANSIT,
4931,11466017,,დაუდგენელია დაუდგენელია,
4932,574600,რუხი,TOYOTA AQUA,2/8
4933,574600,შავი,TOYOTA CAMRY HYBRID,
4934,573789,რუხი,FORD TRANSIT,5/8
4935,573789,რუხი,OPEL VECTRA B,8/8
4936,574605,შავი,SUZUKI VL 800,
4937,574007,რუხი,BMW 325 CI,1/8
4938,574007,რუხი,OPEL ASTRA,1/8
4939,575743,შავი,TOYOTA LANDCRUISER LC 200,
4940,575747,ყვითელი,MERCEDES-BENZ E 200 CDI,2/8
4941,574070,თეთრი,მერსედესი,
4942,575668,რუხი,BMW 318 I,1/8
4943,576659,თეთრი,MERCEDES-BENZ E 320,
4944,574523,,opel astra,
4945,5847082,თეთრი,TOYOTA LANDCRUISER 105 4.2D,
4946,5847096,შავი,DODGE CALIBER,
4947,11466018,რუხი,KAMAZ 53229,2/8
4948,11466018,მწვანე,VOLKSWAGEN PASSAT,2/8
4949,11466019,ლურჯი,MERCEDES-BENZ ML 320,8/8
4950,575780,თეთრი,TOYOTA RAV4,
4951,575789,შავი,NISSAN X-TRAIL,
4952,575789,, ბმვ,
4953,574056,შავი,BMW 316 I,
4954,573931,რუხი,HONDA ACCORD,1/8
4955,573931,ლურჯი,MERCEDES-BENZ C 180,8/8
4956,5849496,რუხი,NISSAN X-TRAIL,3/8
4957,5849496,ლურჯი,VOLKSWAGEN GOLF IV,8/8
4958,574746,რუხი,MITSUBISHI GRANDIS,1/8
4959,573957,ყვითელი,TOYOTA AQUA,6/8
4960,574504,რუხი,BMW 540 I,1/8
4961,574444,რუხი,TOYOTA AQUA,1/8
4962,575184,ლურჯი,TOYOTA PRIUS C,6/8
4963,574644,თეთრი,FORD TRANSIT 100,
4964,576661,რუხი,MAZDA DEMIO,1/8
4965,576565,ლურჯი,MERCEDES-BENZ C 220,8/8
4966,576565,, მერსედესი,
4967,576579,ლურჯი,TOYOTA VITZ,3/8
4968,574351,,მოტოროლერი,
4969,574329,ლურჯი,MERCEDES-BENZ E 220 DIESEL,7/8
4970,574329,, მერსედესი  ,
4971,576590,რუხი,MERCEDES-BENZ E 320 CDI,1/8
4972,576590,რუხი,OPEL ASTRA,1/8
4973,574451,თეთრი,HONDA FIT,
4974,574451,რუხი,MITSUBISHI COLT,2/8
4975,574451,ლურჯი,NISSAN SKYLINE,5/8
4976,574451,რუხი,OPEL ASTRA G CARAVAN,8/8
4977,574451,, ჰიუნდაი,
4978,576678,შავი,BMW 316 I,
4979,11480023,რუხი,MERCEDES-BENZ C 180,1/8
4980,5854147,რუხი,MERCEDES-BENZ C 180,1/8
4981,574470,შავი,MERCEDES-BENZ E 220 DIESEL,
4982,574470,, ფორდი,
4983,574316,თეთრი,HONDA FIT,
4984,574316,რუხი,OPEL VECTRA,7/8
4985,574648,რუხი,AUDI A4 2.6 QUATTRO,1/8
4986,574648,რუხი,LEXUS RX 400 H,1/8
4987,574243,რუხი,OPEL ZAFIRA,6/8
4988,575193,რუხი,TOYOTA LANDCRUISER 4.2 D,3/8
4989,11494850,რუხი,HONDA JAZZ,1/8
4990,11494842,ყავისფერი,NISSAN TIIDA,1/8
4991,11494842,თეთრი,TOYOTA CALDINA,
4992,576563,შავი,HONDA FIT,
4993,574459,,მაზდა,
4994,11480036,შავი,OPEL CORSA,
4995,574701,თეთრი,MERCEDES-BENZ ML 350,
4996,11480039,თეთრი,STEYR SL11 HUA280,
4997,11480039,შავი,TOYOTA PRIUS,
4998,576586,რუხი,TOYOTA PRIUS,6/8
4999,11494841,,მოპედი,
5000,11480025,ლურჯი,OPEL VECTRA B,8/8
5001,576560,წითელი,OPEL ASTRA G,8/8
5002,576560,რუხი,VOLKSWAGEN GOLF,3/8
5003,574707,თეთრი,TOYOTA COROLLA,
5004,576081,შავი,BMW 318 I,
5005,578558,რუხი,JEEP CHEROKEE,5/8
5006,575676,წითელი,MERCEDES-BENZ ML 320,7/8
5007,574802,შავი,MERCEDES-BENZ E 200,
5008,575161,,"ვერცხლისფერი ""შკოდა ოქტავია""",
5009,575161,შავი,HYUNDAI ELANTRA,
5010,575161,თეთრი,MERCEDES-BENZ VIANO,
5011,575161,რუხი,OPEL ASTRA G,1/8
5012,576657,ლურჯი,AUDI A4,8/8
5013,576657,შავი,MITSUBISHI L200,
5014,575160,თეთრი,MERCEDES-BENZ SPRINTER 311,
5015,575148,,"ვერცხლისფერი ""ფორდ ფოკუსი""",
5016,575148,რუხი,MERCEDES-BENZ E 200,1/8
5017,575593,შავი,MERCEDES-BENZ B 200,
5018,577667,წითელი,PEUGEOT 307,6/8
5019,577295,რუხი,HONDA CIVIC,5/8
5020,11494851,ლურჯი,HONDA FIT,1/8
5021,11494851,მწვანე,TOYOTA LANDCRUISER PRADO 2.7,8/8
5022,575828,რუხი,HONDA FIT,8/8
5023,575828,რუხი,MERCEDES-BENZ ML 350,1/8
5024,576680,ლურჯი,SUZUKI SV 650S,6/8
5025,575178,რუხი,MERCEDES-BENZ E 200 KOMPRESSOR,8/8
5026,575178,თეთრი,VOLKSWAGEN CRAFTER,
5027,11494852,რუხი,TOYOTA C-HR H,3/8
5028,11494852,მწვანე,VAZ 21061,2/8
5029,575790,რუხი,TOYOTA COROLLA,6/8
5030,575790,რუხი,TOYOTA VITZ,1/8
5031,575790,, მერსედესი,
5032,575748,თეთრი,VAZ 2106,
5033,576913,რუხი,FORD FIESTA,1/8
5034,576913,წითელი,KAWASAKI NINJA EX650EC,6/8
5035,576913,ყავისფერი,TOYOTA PRIUS,3/8
5036,575766,რუხი,BMW X5 3.0,1/8
5037,11494853,შავი,jEEP WRANGLER,
5038,575517,,მერსედესი,
5039,575799,შავი,HYUNDAI TUCSON,
5040,576955,შავი,HYUNDAI TUCSON,
5041,575589,ლურჯი,IVECO MP410L42W,5/8
5042,576308,შავი,MERCEDES-BENZ E 320,
5043,575785,თეთრი,HONDA FIT,
5044,11494858,წითელი,NISSAN TIIDA,8/8
5045,575971,,BMV,
5046,575971,რუხი,TOYOTA VOXY,1/8
5047,575745,მწვანე,OPEL ASTRA,6/8
