,id,colour,vehicle,nums
1727,531734,ლურჯი,MONDIAL 125 NT,4/8
1728,531734,შავი,TOYOTA PRIUS,
1729,531587,წითელი,TOYOTA PRIUS,5/8
1730,531587,ყვითელი,mod. BOGDAN A-092.01,4/8
1731,530795,თეთრი,VOLKSWAGEN JETTA 2.0,
1732,531188,თეთრი,DAIHATSU HIJET,
1733,531367,რუხი,BMW X5 3.0,1/8
1734,531406,შავი,BMW 550I,
1735,531748,რუხი,NISSAN NOTE,5/8
1736,531758,თეთრი,TOYOTA COROLLA,
1737,533090,რუხი,MERCEDES-BENZ E 220 CDI,1/8
1738,531225,წითელი,CHEVROLET VOLT,6/8
1739,531334,მწვანე,MAN 19,6/8
1740,531334,,414,
1741,531334,წითელი,SCANIA R144 GA4X2NA 530,5/8
1742,531273,თეთრი,TOYOTA PRIUS,
1743,532182,შავი,FORD FIESTA,
1744,532182,შავი,HONDA CIVIC,
1745,532182,რუხი,HYUNDAI TUCSON,1/8
1746,532182,თეთრი,MERCEDES-BENZ SPRINTER 311 CDI,
1747,532182,ლურჯი,NISSAN TIIDA,6/8
1748,532182,რუხი,TOYOTA PRIUS,7/8
1749,532182,რუხი,VOLKSWAGEN GOLF IV 2.0,1/8
1750,531400,ლურჯი,MERCEDES-BENZ E 290 TURBODIESEL,6/8
1751,531558,ლურჯი,BMW X5,8/8
1752,531843,რუხი,MERCEDES-BENZ E 270 CDI,1/8
1753,531843,თეთრი,NISSAN TIIDA,
1754,531330,რუხი,HONDA STEPWAGON,1/8
1755,531345,,bmw,
1756,531403,თეთრი,FORD ESCAPE HYBRID,
1757,531403,თეთრი,SCANIA R124 LA 4X2 NA 71115,
1758,531774,რუხი,HONDA FIT,1/8
1759,531299,თეთრი,FORD TRANSIT,
1760,531299,თეთრი,MERCEDES-BENZ SPRINTER 312 D,
1761,531299,თეთრი,SCANIA R124 LA 4X2 NA 360,
1762,531299,რუხი,VOLKSWAGEN PASSAT,3/8
1763,531322,შავი,BMW X5 3.0,
1764,531331,რუხი,NISSAN TIIDA,1/8
1765,531331,მწვანე,OPEL ASTRA G,6/8
1766,531331,რუხი,OPEL ZAFIRA-A,4/8
1767,531331,თეთრი,RENAULT MAGNUM 440,
1768,532083,რუხი,NISSAN TIIDA LATIO,2/8
1769,532083,რუხი,TOYOTA ISIS,1/8
1770,531172,რუხი,MERCEDES-BENZ C 230 COMPRESSOR,1/8
1771,531404,რუხი,VAUXHALL VECTRA,1/8
1772,531395,თეთრი,FORD TRANSIT 150LD,
1773,531536,თეთრი,AUDI A5,
1774,531575,თეთრი,VOLKSWAGEN VW,
1775,531436,რუხი,TOYOTA PRIUS,1/8
1776,531556,რუხი,MAZDA MPV,2/8
1777,553164,რუხი,MERCEDES-BENZ E 320,1/8
1778,531392,,დოჯი,
1779,531407,რუხი,MERCEDES-BENZ C 180,8/8
1780,531407,ლურჯი,MERCEDES-BENZ E 270 CDI,8/8
1781,531740,ლურჯი,OPEL ASTRA,7/8
1782,531380,ლურჯი,MERCEDES-BENZ C 230 KOMPRESSOR,7/8
1783,531437,რუხი,TOYOTA RAV4,1/8
1784,531571,წითელი,TOYOTA CAMRY,5/8
1785,531378,შავი,MERCEDES-BENZ C 180,
1786,531378,შავი,OPEL ASTRA,
1787,531378,რუხი,SUBARU LEGACY,3/8
1788,531584,თეთრი,SKODA OCTAVIA,
1789,531585,მწვანე,OPEL ASTRA G,7/8
1790,532122,თეთრი,FIAT DUCATO,
1791,532091,ლურჯი,BMW 520 I,7/8
1792,532109,რუხი,OPEL ASTRA G,1/8
1793,532086,ლურჯი,OPEL ASTRA G,8/8
1794,531853,შავი,MERCEDES-BENZ C 280,
1795,531853,მწვანე,TOYOTA SUCCEED,1/8
1796,532138,თეთრი,HONDA FIT,
1797,532138,ლურჯი,MERCEDES-BENZ E 200,7/8
1798,533018,ლურჯი,FORD TRANSIT 100 GL 2.5 D,7/8
1799,532575,ყვითელი,FORD TRANSIT,4/8
1800,531993,ლურჯი,MINI COOPER,8/8
1801,534053,წითელი,OPEL ASTRA,7/8
1802,533480,რუხი,MERCEDES-BENZ E 220 CDI,1/8
1803,532207,ლურჯი,RENAULT TWINGO,4/8
1804,532163,ყავისფერი,MERCEDES-BENZ E 200,1/8
1805,531854,შავი,SUBARU FORESTER,
1806,532171,ლურჯი,OPEL ZAFIRA,7/8
1807,532454,ყავისფერი,OPEL ASTRA CARAVAN 1.7D,2/8
1808,532505,ლურჯი,RENAULT TWINGO,4/8
1809,532168,თეთრი,FORD TRANSIT,
1810,532334,რუხი,MERCEDES-BENZ E 320,2/8
1811,532212,წითელი,FORD TRANSIT 190 LD,6/8
1812,532212,რუხი,MERCEDES-BENZ SPRINTER 313 CDI,2/8
1813,532204,რუხი,KAMAZ 5410,7/8
1814,532204,ლურჯი,MAN 37.372,7/8
1815,532204,რუხი,OPEL ASTRA,1/8
1816,531881,რუხი,NISSAN MARCH,2/8
1817,532139,ლურჯი,YAMAHA XT 600 E,5/8
1818,532137,რუხი,PORSCHE CAYENNE S,5/8
1819,532293,ლურჯი,MERCEDES-BENZ E 200 CDI,8/8
1820,532293,შავი,VOLKSWAGEN GOLF III 2.8,
1821,532464,ლურჯი,HYUNDAI COUPE,8/8
1822,532464,თეთრი,KAMAZ 6520-043,
1823,532464,თეთრი,VOLKSWAGEN CRAFTER 2EKE2,
1824,532407,შავი,MERCEDES-BENZ E 200 CDI,
1825,532512,რუხი,VOLKSWAGEN GOLF 1.8,3/8
1826,532344,წითელი,MERCEDES-BENZ 300 GE (SHORT),7/8
1827,532304,თეთრი,MERCEDES-BENZ 108 D,
1828,532540,თეთრი,NISSAN JUKE,
1829,532419,ყავისფერი,MAZDA DEMIO,7/8
1830,532797,ლურჯი,OPEL VECTRA B CARAVAN,8/8
1831,532666,რუხი,BMW 318 I,1/8
1832,532665,მწვანე,MERCEDES-BENZ A 160,8/8
1833,532665,ლურჯი,VOLKSWAGEN GOLF,7/8
1834,532668,ლურჯი,MITSUBISHI PAJERO IO,7/8
1835,532260,რუხი,ISUZU RODEO 3.2,6/8
1836,532712,რუხი,OPEL ASTRA G,1/8
1837,532536,ყვითელი,CHEVROLET CAMARO,2/8
1838,532707,თეთრი,FIAT DUCATO,
1839,532620,თეთრი,LEXUS GX 470,
1840,532826,რუხი,MERCEDES-BENZ ML 320,1/8
1841,533005,შავი,BMW 530 I,
1842,533558,თეთრი,HYUNDAI ACCENT,
1843,533007,რუხი,MERCEDES-BENZ CLK 200,1/8
1844,533039,რუხი,TOYOTA PRIUS,6/8
1845,533086,თეთრი,OPEL COMBO,
1846,533086,რუხი,VOLKSWAGEN TOUAREG,1/8
1847,533008,შავი,FORD MAVERICK,
1848,542197,შავი,TOYOTA VITZ,
1849,532784,მწვანე,MERCEDES-BENZ C 180,7/8
1850,532833,თეთრი,DAF FT 95480 X 380,
1851,532833,რუხი,MERCEDES-BENZ E 320,8/8
1852,532833,რუხი,VAN-ECK CT-39-3-3745,5/8
1853,532607,მწვანე,OPEL ASTRA,6/8
1854,532767,თეთრი,FORD TRANSIT 190 EF,
1855,532767,, დაევო,
1856,532801,ლურჯი,VOLKSWAGEN POLO 1.4,5/8
1857,532986,შავი,TOYOTA PRIUS,
1858,533011,რუხი,MERCEDES-BENZ C 180,1/8
1859,533037,შავი,BMW 528 I,
1860,533266,თეთრი,TOYOTA PRIUS C,
1861,533310,შავი,BMW 325 I,
1862,533783,რუხი,AUDI A4 1.9 TDI,1/8
1863,533783,ლურჯი,HONDA FIT,6/8
1864,533783,წითელი,OPEL ASTRA,4/8
1865,533783,რუხი,TOYOTA IST,1/8
1866,533831,რუხი,MERCEDES-BENZ C 350,7/8
1867,533583,თეთრი,FORD TRANSIT 100 GL 2.5 D,
1868,533583,მწვანე,OPEL VECTRA,8/8
1869,532996,რუხი,BMW 320 I,1/8
1870,533844,რუხი,TOYOTA AVENSIS,1/8
1871,533835,რუხი,MERCEDES-BENZ S 500,1/8
1872,533835,რუხი,TOYOTA PRIUS,7/8
1873,533153,რუხი,MERCEDES-BENZ C 180,5/8
1874,533153,რუხი,VOLKSWAGEN GOLF 2.0,1/8
1875,533169,რუხი,MERCEDES-BENZ E 500,1/8
1876,533308,,ვოლვო,
1877,533174,შავი,LEXUS RX 330 3.3,
1878,533174,რუხი,NISSAN MARCH,1/8
1879,533206,ლურჯი,TOYOTA PRIUS,5/8
1880,533252,რუხი,BMW 550I,1/8
1881,533252,წითელი,OPEL VECTRA,7/8
1882,533319,შავი,BMW 540 I,
1883,533319,შავი,HYUNDAI VELOSTER,
1884,533319,ნარინჯისფერი,MAN TGA35.360,4/8
1885,533319,თეთრი,MITSUBISHI COLT,
1886,533832,შავი,BMW 750 LI,
1887,533272,რუხი,CHEVROLET KALOS 1.4,4/8
1888,533781,შავი,MERCEDES-BENZ ML 350,
1889,533781,ყავისფერი,TOYOTA PRIUS,3/8
1890,533922,თეთრი,NISSAN JUKE,
1891,533834,მწვანე,BMW 318,8/8
1892,533834,რუხი,TOYOTA PRIUS,7/8
1893,533785,შავი,TOYOTA LANDCRUISER LC150,
1894,533785,რუხი,TOYOTA PRIUS,7/8
1895,533327,თეთრი,FORD TRANSIT,
1896,533327,ლურჯი,VOLKSWAGEN PASSAT GLS,8/8
1897,533324,რუხი,MERCEDES-BENZ SPRINTER,1/8
1898,533333,თეთრი,FORD TRANSIT 150 L,
1899,533333,, მოპედი,
1900,533775,ლურჯი,TOYOTA PRIUS,4/8
1901,533845,შავი,BMW 535 I,
1902,533845,თეთრი,HONDA ELYSION,
1903,533845,თეთრი,TOYOTA IST,
1904,533294,შავი,MERCEDES-BENZ ML 350,
1905,533289,რუხი,LEXUS GX 470,6/8
1906,533289,თეთრი,TOYOTA PRIUS,
1907,533297,მწვანე,OPEL VECTRA,8/8
1908,534324,ლურჯი,MERCEDES-BENZ E 220 DIESEL,7/8
1909,533485,ლურჯი,JEEP LIBERTY,7/8
1910,533742,თეთრი,MERCEDES-BENZ SPRINTER 312 D,
1911,537476,რუხი,TOYOTA PRIUS V,1/8
1912,533985,რუხი,TOYOTA PRIUS,1/8
1913,534810,რუხი,HONDA CR-V,1/8
1914,533424,თეთრი,MITSUBISHI COLT,
1915,533419,რუხი,AUDI ALLROAD,7/8
1916,533419,ლურჯი,OPEL CORSA,7/8
1917,534335,რუხი,HONDA FIT,1/8
1918,533693,წითელი,VOLKSWAGEN GOLF III 2.8,7/8
1919,534317,ყვითელი,MITSUBISHI COLT PLUS,5/8
1920,534317,რუხი,TOYOTA AQUA,1/8
1921,533758,რუხი,VOLKSWAGEN GOLF,1/8
1922,534299,შავი,BMW M 6,
1923,534299,ყვითელი,MERCEDES-BENZ E 1824,6/8
1924,533417,შავი,BMW 318 I,
1925,533417,რუხი,TOYOTA PRIUS,7/8
1926,533405,მწვანე,OPEL ASTRA,7/8
1927,533980,შავი,TOYOTA PRIUS,
1928,533697,რუხი,TOYOTA PRIUS,7/8
1929,534267,რუხი,BMW M 6,5/8
1930,533904,ნარინჯისფერი,FORD TRANSIT,6/8
1931,534113,რუხი,NISSAN PRIMERA,1/8
1932,534033,ნარინჯისფერი,UAZ 3152-01,1/8
1933,533955,შავი,MERCEDES-BENZ S 500,
1934,533955,თეთრი,TOYOTA HIGHLANDER HYBRID,
1935,533955,რუხი,TOYOTA RAV4,4/8
1936,535776,რუხი,MITSUBISHI AIRTREK,1/8
1937,533665,რუხი,TOYOTA VITZ,1/8
1938,533924,წითელი,TOYOTA PRIUS,6/8
1939,533976,შავი,HONDA NAVI,
1940,533699,ლურჯი,HYUNDAI SONATA,8/8
1941,533699,წითელი,OPEL VECTRA B,6/8
1942,534293,რუხი,RENAULT LOGAN,1/8
1943,534293,რუხი,TOYOTA COROLLA,5/8
1944,534293,, რენაულტი,
1945,533652,თეთრი,MERCEDES-BENZ SPRINTER,
1946,533652,რუხი,MERCEDES-BENZ VITO 111 CDI,8/8
1947,533940,რუხი,NISSAN TIIDA,2/8
1948,533940,შავი,NISSAN TIIDA,
1949,533940,შავი,PORSCHE CAYENNE S,
1950,534295,შავი,NISSAN TIIDA,
1951,534067,თეთრი,DAF 105.460,
1952,544612,ყავისფერი,OPEL VECTRA,1/8
1953,533921,რუხი,MINI COOPER,1/8
1954,534402,მწვანე,FORD TRANSIT,8/8
1955,534402,წითელი,FRUEHAUF,6/8
1956,534402,თეთრი,MAN 19,
1957,534402,,414,
1958,534407,რუხი,MERCEDES-BENZ C 230,1/8
1959,534318,რუხი,NISSAN TEANA,2/8
1960,534403,შავი,NISSAN LEAF,
1961,534403,მწვანე,OPEL ASTRA 1.7 TD,7/8
1962,534315,რუხი,SUBARU TRAVIQ,1/8
1963,534289,ყვითელი,BOGDAN 1445,4/8
1964,534289,თეთრი,FORD TRANSIT,
1965,534310,რუხი,BMW 325 I,1/8
1966,534310,ყავისფერი,OPEL ASTRA 1.6 I,4/8
1967,534330,შავი,MERCEDES-BENZ E 350,
1968,534062,რუხი,MERCEDES-BENZ CLS 350,1/8
1969,535778,შავი,MERCEDES-BENZ E 200 DIESEL,
1970,535778,შავი,NISSAN WINGROAD,
1971,533668,რუხი,MERCEDES-BENZ C 220 CDI,1/8
1972,534680,რუხი,MINI COOPER,6/8
1973,534400,,ვერცხლისფერი ,
1974,534400,,"მერსედეს-ბენცი"" C-200",
1975,534480,შავი,BMW 323 I,
1976,534416,რუხი,MERCEDES-BENZ E 200,8/8
1977,534477,ლურჯი,FORD TRANSIT BUS,4/8
1978,534835,თეთრი,OPEL COMBO,
1979,534835,წითელი,TOYOTA PRIUS,6/8
1980,534396,თეთრი,MERCEDES-BENZ SPRINTER,
1981,534393,რუხი,HYUNDAI ACCENT,1/8
1982,534393,ყვითელი,OPEL TIGRA,6/8
1983,534736,,ოპელ-ასტრა,
1984,534736,, ჰიუნდაი,
1985,534478,შავი,BMW 316 I,
1986,534478,ლურჯი,MERCEDES-BENZ A 170,7/8
1987,534478,თეთრი,TOYOTA LANDCRUISER 4.2 D,
1988,534479,ლურჯი,MITSUBISHI PAJERO,8/8
1989,534479,ლურჯი,VOLKSWAGEN POLO 1.4,8/8
1990,534483,,mersedesi,
1991,534411,თეთრი,FORD TRANSIT,
1992,534411,რუხი,OPEL VECTRA,8/8
1993,534705,ყავისფერი,MITSUBISHI MONTERO,1/8
1994,534905,შავი,HONDA FIT,
1995,536858,რუხი,TOYOTA PRIUS,1/8
1996,535670,შავი,BMW 323 I,
1997,535072,შავი,HYUNDAI ELANTRA,
1998,535109,რუხი,MERCEDES-BENZ C 200,1/8
1999,535102,შავი,MERCEDES-BENZ ML 350,
2000,535102,რუხი,TOYOTA PRIUS,1/8
2001,535147,რუხი,TOYOTA PRIUS,1/8
2002,535147,შავი,VOLKSWAGEN PASSAT SE,
2003,535079,თეთრი,FORD FIESTA,
2004,535808,შავი,MERCEDES-BENZ ML 350 4MATIC,
2005,535658,ყავისფერი,MAZ 5551,2/8
2006,537913,ლურჯი,OPEL ASTRA G,7/8
2007,535313,წითელი,VOLKSWAGEN GOLF III 2.8,7/8
2008,535870,შავი,BMW 316 I,
2009,536903,რუხი,MITSUBISHI PAJERO 1.8 IO,3/8
2010,536915,მწვანე,JAGUAR XJ SPORT 4.0,8/8
2011,536915,წითელი,SUZUKI GSXR 600,7/8
2012,534900,რუხი,OPEL ASTRA,8/8
2013,535241,შავი,NISSAN JUKE,
2014,536924,შავი,OPEL VECTRA,
2015,535930,თეთრი,TOYOTA CAMRY,
2016,535187,რუხი,BMW X5 XDRIVE 35D,1/8
2017,535187,შავი,TOYOTA LANDCRUISER LC150,
2018,535187,, მერსედესი,
2019,535197,რუხი,HONDA ACCORD 1.8I,1/8
2020,535197,თეთრი,SUZUKI GSX-R600,
2021,535387,შავი,BMW 525 I,
2022,535387,მწვანე,OPEL ASTRA G,8/8
2023,535853,შავი,MERCEDES-BENZ CL 550,
2024,535840,მწვანე,TOYOTA PRIUS,2/8
2025,535399,თეთრი,VAZ 2107,
2026,535892,შავი,HONDA FIT,
2027,535892,ლურჯი,TOYOTA PRIUS,6/8
2028,535579,რუხი,OPEL ZAFIRA-A,8/8
2029,536096,რუხი,MAZDA PREMACY,1/8
2030,536096,მწვანე,NISSAN MICRA,8/8
2031,536096,შავი,SUBARU FORESTER,
2032,535835,წითელი,FORD TRANSIT 80LD,7/8
2033,535353,ლურჯი,VAZ 21063,2/8
2034,536932,შავი,BMW X5 3.0,
2035,535771,ლურჯი,BMW 328 I,8/8
2036,553512,თეთრი,SKODA OCTAVIA,
2037,535595,შავი,GAZ 31029,
2038,535593,თეთრი,BMW X5,
2039,535850,თეთრი,HONDA CIVIC,
2040,535850,მწვანე,TOYOTA SEQUOIA,7/8
2041,535889,წითელი,HOWO ZZ3327N3647C,6/8
2042,535893,ლურჯი,BMW 318 I,7/8
2043,535893,ნარინჯისფერი,NISSAN MARCH,6/8
2044,536083,შავი,VOLKSWAGEN CC SPORT,
2045,536068,წითელი,MERCEDES-BENZ E 200 CDI,7/8
2046,535594,რუხი,LEXUS GX 470,1/8
2047,535594,შავი,MERCEDES-BENZ C 180,
2048,535601,ლურჯი,MERCEDES-BENZ 814 D,7/8
2049,535601,შავი,MERCEDES-BENZ ML 270 CDI,
2050,535601,რუხი,TOYOTA PRIUS,7/8
2051,535386,რუხი,NISSAN SKYLINE,2/8
2052,535386,ლურჯი,PEUGEOT 207 1.4,5/8
2053,535583,ლურჯი,MERCEDES-BENZ C 180,8/8
2054,535385,რუხი,HONDA FIT,4/8
2055,535562,მწვანე,OPEL ASTRA,3/8
2056,535562,რუხი,OPEL VECTRA B,2/8
2057,535921,თეთრი,FORD TRANSIT,
2058,535921,რუხი,OPEL VECTRA 1.8I,7/8
2059,535921,რუხი,VOLKSWAGEN PASSAT 2.8 VR6,6/8
2060,535917,წითელი,NISSAN WINGROAD,6/8
2061,535917,რუხი,SUZUKI ESCUDO,1/8
2062,535592,მწვანე,OPEL VECTRA,7/8
2063,535592,ყავისფერი,VAZ 21051,1/8
2064,536043,თეთრი,FORD TRANSIT 100 L,
2065,538158,თეთრი,MITSUBISHI CHARIOT GRANDIS,
2066,536075,შავი,MERCEDES-BENZ ML 320,
2067,538709,შავი,NISSAN ALTIMA 2.0 I,
2068,536523,ყვითელი,FORD TRANSIT 430E2.2L,5/8
2069,536508,შავი,SUZUKI SKYWAVE,
2070,536129,რუხი,DAF TE96NC A2 38,3/8
2071,536129,ლურჯი,TOYOTA PRIUS,4/8
2072,536483,თეთრი,FORD TRANSIT,
2073,536483,მწვანე,FORD TRANSIT,6/8
2074,536483,შავი,HONDA FIT,
2075,536526,წითელი,NISSAN MARCH,6/8
2076,536527,შავი,NISSAN CUBE,
2077,536527,რუხი,SKODA OCTAVIA,1/8
2078,535774,ლურჯი,OPEL ASTRA,6/8
2079,535922,რუხი,OPEL VECTRA B,1/8
2080,536522,თეთრი,MAN TGS 41 400,
2081,536477,ყვითელი,ISUZU BOGDAN,4/8
2082,536516,შავი,LEXUS IS 250,
2083,536516,ყვითელი,MINI COOPER S,1/8
2084,536493,ყვითელი,FORD TRANSIT 430E2.2L,5/8
2085,535905,რუხი,TOYOTA AQUA,1/8
2086,536269,რუხი,OPEL VECTRA,6/8
2087,536119,წითელი,TOYOTA PRIUS,6/8
2088,536753,წითელი,DAF TE 47 XS,6/8
2089,536753,წითელი,RENAULT 440 DXI,7/8
2090,536198,შავი,OPEL VECTRA B,
2091,536541,,თეთღი  ფორდ ტრანზიტი ,
2092,548230,რუხი,BMW 118 I,6/8
2093,536488,რუხი,LEXUS CT 200H,6/8
2094,536497,თეთრი,FIAT DUCATO,
2095,536210,რუხი,BMW 318 I,5/8
2096,536210,რუხი,MERCEDES-BENZ ML 350,1/8
2097,536210,რუხი,SUBARU FORESTER,1/8
2098,536321,წითელი,FORD TRANSIT,5/8
2099,536146,თეთრი,DAIHATSU SIRION,
2100,536163,შავი,KIA SPORTAGE,
2101,536191,შავი,KIA OPTIMA,
2102,536191,თეთრი,MERCEDES-BENZ SPRINTER 308 CDI,
2103,536476,წითელი,HONDA NX650,7/8
2104,536465,თეთრი,VAZ 2107,
2105,536327,წითელი,FORD TRANSIT,5/8
2106,536286,რუხი,MERCEDES-BENZ C 230,1/8
2107,536456,თეთრი,TOYOTA 4-RUNNER,
2108,536456,ლურჯი,TOYOTA PRIUS,7/8
2109,536482,თეთრი,MERCEDES-BENZ E 55 AMG,
2110,536482,თეთრი,TOYOTA PRIUS,
2111,536482,წითელი,TOYOTA PRIUS C,6/8
2112,536503,რუხი,BMW 318 I,1/8
2113,536499,,მიცუბიში,
2114,536760,წითელი,MERCEDES-BENZ C 230,6/8
2115,536454,მწვანე,MERCEDES-BENZ E 240,8/8
2116,536703,შავი,TOYOTA CAMRY,
2117,537870,,OPEL,
2118,536623,თეთრი,VOLKSWAGEN GOLF,
2119,536923,თეთრი,NISSAN JUKE,
2120,536923,წითელი,TOYOTA PRIUS,5/8
2121,536930,ლურჯი,MITSUBISHI PAJERO 1.8 IO,6/8
2122,536939,ყვითელი,BOGDAN A 09201,5/8
2123,536939,ლურჯი,TOYOTA PRIUS,4/8
2124,536678,შავი,VOLKSWAGEN JETTA,
2125,536630,თეთრი,MERCEDES-BENZ SPRINTER,
2126,536630,რუხი,NISSAN NAVARA,2/8
2127,536900,თეთრი,MERCEDES-BENZ 609 D,
2128,536900,რუხი,MERCEDES-BENZ E 230,1/8
2129,536974,შავი,SUZUKI GSX-R600,
2130,536974,თეთრი,TOYOTA PRIUS,
2131,537964,რუხი,BMW 318 CI,1/8
2132,536935,თეთრი,HYUNDAI IONIQ HYBRID,
2133,537455,შავი,MINI COOPER COUNTRYMAN,
2134,537307,მწვანე,VOLKSWAGEN GOLF,6/8
2135,537493,თეთრი,DACIA LOGAN 1.5D,
2136,537253,შავი,GAZ 24,
2137,537040,შავი,AUDI S4,
2138,538867,,„მერსედესი C“,
2139,537336,რუხი,SUZUKI SWIFT,1/8
2140,537336,ლურჯი,TOYOTA AQUA,3/8
2141,536634,შავი,BMW 316 I,
2142,537375,რუხი,NISSAN SERENA,2/8
2143,537375,რუხი,TOYOTA NOAH,1/8
2144,537033,წითელი,OPEL ASTRA,6/8
2145,537363,ლურჯი,TOYOTA PRIUS,5/8
2146,537346,შავი,LEXUS LS460,
2147,537372,თეთრი,DAF CF 85.340,
2148,537372,წითელი,NISSAN TIIDA,7/8
2149,537370,იისფერი,NISSAN TIIDA,5/8
2150,538015,რუხი,KIA OPTIMA,2/8
2151,538015,რუხი,NISSAN TEANA,3/8
2152,537332,რუხი,TOYOTA RAV4,1/8
2153,538866,რუხი,TOYOTA PRIUS,1/8
2154,537495,რუხი,TOYOTA PRIUS,1/8
2155,537925,თეთრი,BMW 335 I,
2156,538013,რუხი,TOYOTA PRIUS,1/8
2157,538283,რუხი,KIA PICANTO,1/8
2158,538027,შავი,TOYOTA CAMRY,
2159,537219,ლურჯი,FORD FIESTA 1.3,7/8
2160,537219,რუხი,TOYOTA PRIUS,1/8
2161,538009,ყვითელი,FORD TRANSIT 430E2.4L,5/8
2162,538018,ყავისფერი,HYUNDAI TUCSON,1/8
2163,538018,წითელი,MERCEDES-BENZ 809 D,7/8
2164,538018,თეთრი,MERCEDES-BENZ SPRINTER 212 2.9D,
